Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
88.2,192268138,250,769072.6,568979.0,2847,97313914,6135729.1,ucopy_bf16
11.6,25365062,104,243894.8,246017.5,214081,250370,7649.1,cast_bf16_f32
0.1,200449,1,200449.0,200449.0,200449,200449,0.0,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_nn_align8>(T1::Params)
0.0,99648,1,99648.0,99648.0,99648,99648,0.0,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.0,26048,1,26048.0,26048.0,26048,26048,0.0,is_u32_bf16
0.0,13696,2,6848.0,6848.0,5664,8032,1674.4,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_nn_align8>(T1::Params)
0.0,9984,1,9984.0,9984.0,9984,9984,0.0,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
0.0,3680,2,1840.0,1840.0,1664,2016,248.9,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.0,3392,1,3392.0,3392.0,3392,3392,0.0,bmul_f32
0.0,1664,1,1664.0,1664.0,1664,1664,0.0,ucos_f32
0.0,1664,1,1664.0,1664.0,1664,1664,0.0,usin_f32
