Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
34.8,1130953445,3048,371047.7,368609.0,361665,436065,8373.3,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
15.1,492382924,18833,26144.7,10400.0,2880,105053943,773982.8,ucopy_bf16
13.4,436260107,936,466089.9,465634.0,35104,685570,175913.2,"void Marlin<(int)256, (int)4, (int)16, (int)4, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
4.4,144255696,360,400710.3,3792.0,2560,3407977,627157.0,ucopy_f32
2.8,91995107,555,165756.9,3680.0,1504,1153316,345822.4,bmul_f32
2.5,82782375,56,1478256.7,1461428.0,1452932,1520996,22948.8,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_nn
2.0,64704614,512,126376.2,4064.0,1344,936515,222087.5,cast_bf16_f32
2.0,64111607,24,2671317.0,2662567.5,2646408,2725672,21248.3,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
1.9,62279166,12240,5088.2,5536.0,4128,6624,716.6,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
1.9,62126894,240,258862.1,1792.0,1440,927266,399505.8,bmul_bf16
1.9,61471345,312,197023.5,1504.0,1376,784002,312637.5,cast_f16_bf16
1.7,54462329,144,378210.6,4000.0,3552,1175459,531526.3,bdiv_f32
1.6,51574228,24,2148926.2,391553.0,388065,5706512,2541297.2,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
1.5,50187921,216,232351.5,2688.0,2624,729858,325684.9,fast_sum_f32
1.5,47770823,480,99522.5,2176.0,1344,1060003,195133.0,cast_f32_bf16
1.2,40379001,312,129419.9,1472.0,1376,787331,234126.2,cast_bf16_f16
1.1,34455875,216,159517.9,1536.0,1440,479778,223965.7,usqr_f32
0.9,29284370,192,152522.8,1600.0,1504,838178,305675.8,urecip_bf16
0.9,28971312,192,150892.3,1600.0,1472,826754,302235.6,uexp_bf16
