NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,17586,17586,0,46820,1742604478,37219.2,10400.0,2624,96690948,448767.0,ucopy_bf16
,,17586,17586,0,114114,522065289,4574.9,1952.0,1503,60544,7042.8,bmul_bf16
,,17586,17586,0,110318,394589189,3576.8,3200.0,2464,80640,3947.1,bmul_f32
,,17586,17586,0,77919,287917208,3695.1,2912.0,1151,68704,3719.0,cast_f32_bf16
,,17586,17586,0,82133,215494244,2623.7,1503.0,1216,24672,2075.9,cast_bf16_f32
,,17586,17586,0,1125,159795954,142040.8,143393.0,129857,149056,4127.4,fast_argmax_bf16
,,17586,17586,0,50916,158833834,3119.5,2880.0,2303,60672,3229.5,ucopy_f32
,,17586,17586,0,52998,127262522,2401.3,1600.0,1312,52065,6048.6,uexp_bf16
,,17586,17586,0,52998,125902862,2375.6,1568.0,1311,50561,5849.7,affine_bf16
,,17586,17586,0,44512,124470178,2796.3,1856.0,1440,61088,7032.4,urecip_bf16
,,17586,17586,0,44512,116060504,2607.4,1824.0,1567,50848,5879.6,uneg_bf16
,,17586,17586,0,23085,115991531,5024.5,5152.0,3712,6945,759.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
,,17586,17586,0,12683,72339743,5703.7,3968.0,2784,142272,14686.7,bsub_bf16
,,17586,17586,0,7296,67564784,9260.5,9280.0,7264,11264,681.6,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
,,17586,17586,0,25366,64859903,2557.0,1760.0,1311,6080,1443.2,bsub_f32
,,17586,17586,0,8559,61818059,7222.6,4831.0,2783,160961,20220.8,badd_bf16
,,17586,17586,0,16972,58027323,3419.0,2880.0,2591,52000,4619.4,fast_sum_f32
,,17586,17586,0,8486,57885875,6821.3,4224.0,3775,147904,18589.1,bdiv_bf16
,,17586,17586,0,33944,51958256,1530.7,1472.0,1280,3872,187.5,badd_f32
,,17586,17586,0,8486,51633808,6084.6,4256.0,3007,112000,13909.4,fast_sum_bf16
,,17586,17586,0,8486,51541572,6073.7,4224.0,2976,112192,13931.4,fast_max_bf16
,,17586,17586,0,33944,47162743,1389.4,1376.0,1216,2177,76.1,affine_f32
,,17586,17586,0,21164,44655638,2110.0,1473.0,1311,5952,1244.1,copy2d_bf16
,,17586,17586,0,4160,43753209,10517.6,10528.0,9568,11584,342.6,"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)128, (int)16, (int)4, (int)4, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13, T6, T6)"
,,17586,17586,0,3136,36962764,11786.6,11808.0,10529,12704,390.6,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align2>(T1::Params)
,,17586,17586,0,16788,31923996,1901.6,1808.0,1280,2593,441.3,uexp_f32
,,17586,17586,0,16972,30537606,1799.3,1504.0,1312,28864,2624.3,usqr_f32
