Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
33.6,1043856763,3048,342472.7,338385.5,325569,407169,14827.4,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
11.8,364783669,936,389726.1,392881.0,31328,554146,141326.0,"void Marlin<(int)256, (int)4, (int)16, (int)4, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
8.8,273912126,490,559004.3,117585.0,1343,1768646,679740.9,bmul_f32
7.9,245819335,18552,13250.3,9344.0,2591,2157703,90216.7,ucopy_bf16
4.3,134785255,288,468004.4,222208.5,2272,2975754,608642.5,ucopy_f32
3.6,112565109,272,413842.3,6816.0,1248,1161283,551473.0,badd_f32
2.4,75523991,56,1348642.7,1349460.5,1316293,1405572,24550.0,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_nn
1.9,59419815,24,2475825.6,2463016.0,2426312,2572425,41008.0,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
1.8,56448163,12240,4611.8,4896.0,3680,6112,663.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
1.8,55837725,168,332367.4,16960.0,1344,857667,389809.1,bmul_bf16
1.8,55429655,208,266488.7,95344.5,1216,730434,310387.7,cast_f16_bf16
1.6,50934406,96,530566.7,492321.5,3232,1102244,530117.3,bdiv_f32
1.6,48857993,320,152681.2,3024.0,1184,883779,277472.2,cast_bf16_f32
1.5,47094585,144,327045.7,308049.0,2368,698434,326328.0,fast_sum_f32
1.5,45211702,16,2825731.4,2797241.5,347521,5379218,2550000.6,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
1.4,42788945,320,133715.5,4528.5,1216,1018628,204192.3,cast_f32_bf16
1.3,40662702,360,112951.9,3168.0,1215,839426,238500.4,affine_f32
