NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,18657,18657,0,2769,429184469,154996.2,9344.0,2655,97506006,1862793.2,ucopy_bf16
,,18657,18657,0,1432,145132970,101349.8,2848.0,1343,841059,230802.4,bmul_f32
,,18657,18657,0,12608,125444212,9949.6,6752.0,1504,431106,29463.9,bmul_bf16
,,18657,18657,0,672,66157665,98448.9,3168.0,2240,1540007,224577.4,ucopy_f32
,,18657,18657,0,616,56790933,92193.1,1504.0,1216,581474,209362.7,badd_f32
,,18657,18657,0,48,45557918,949123.3,959524.0,657027,1298501,290143.6,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
,,18657,18657,0,9120,41651678,4567.1,4896.0,3648,6624,656.0,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
,,18657,18657,0,7024,32957196,4692.1,1280.0,1151,442049,25616.0,cast_f32_bf16
,,18657,18657,0,2616,30061437,11491.4,1472.0,1183,444194,55377.3,cast_bf16_f32
,,18657,18657,0,536,27591503,51476.7,2432.0,2336,329282,110817.6,fast_sum_f32
,,18657,18657,0,6624,26915022,4063.3,1440.0,1247,440898,29058.0,uexp_f32
,,18657,18657,0,240,25392996,105804.2,3680.0,3200,536258,204947.3,bdiv_f32
,,18657,18657,0,1120,21413828,19119.5,1312.0,1183,416610,71698.9,affine_f32
,,18657,18657,0,440,17514048,39804.7,1408.0,1280,208961,79365.5,usqr_f32
,,18657,18657,0,600,16230433,27050.7,1344.0,1183,439297,93108.3,uneg_f32
,,18657,18657,0,440,15947265,36243.8,1535.5,1312,440674,105286.3,urecip_f32
,,18657,18657,0,24,15127969,630332.0,629042.0,623651,671075,8797.0,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_nn
,,18657,18657,0,280,13825727,49377.6,1664.0,1311,421250,133060.2,urecip_bf16
,,18657,18657,0,3152,12748626,4044.6,3392.0,1247,40096,1996.1,bsub_f32
,,18657,18657,0,3072,12366725,4025.6,4127.5,2816,5888,813.8,badd_bf16
,,18657,18657,0,280,12123126,43296.9,1440.0,1311,379969,116564.8,uexp_bf16
,,18657,18657,0,280,11903030,42510.8,1664.0,1311,370113,113918.6,uneg_bf16
,,18657,18657,0,280,11733159,41904.1,1376.0,1280,368450,112892.6,affine_bf16
,,18657,18657,0,240,10443338,43513.9,1600.0,1472,425282,125478.1,copy2d_f32
,,18657,18657,0,3072,7981928,2598.3,2624.0,2400,3040,140.3,ge_u32
,,18657,18657,0,1536,7604448,4950.8,4928.0,4704,5536,94.4,ampere_sgemm_32x128_nn
,,18657,18657,0,96,6425978,66937.3,66880.0,66592,68128,251.2,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
,,18657,18657,0,1536,6362787,4142.4,4128.0,3776,4544,83.0,copy2d_bf16
,,18657,18657,0,1536,6266577,4079.8,4096.0,2912,4480,155.2,bsub_bf16
