NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,12267,12267,0,1401,218303875,155820.0,10304.0,2848,105088003,2812271.2,ucopy_bf16
,,12267,12267,0,168,61149189,363983.3,362593.0,361825,400353,5215.4,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
,,12267,12267,0,3200,41815121,13067.2,4352.0,4160,277121,47426.7,cast_bf16_f32
,,12267,12267,0,3096,20222517,6531.8,6528.0,6336,7552,98.1,cast_f32_bf16
,,12267,12267,0,129,19300207,149614.0,149696.0,145793,154752,1736.6,fast_argmax_bf16
,,12267,12267,0,8280,17196813,2076.9,1600.0,1440,58304,4955.7,bmul_bf16
,,12267,12267,0,4128,8120659,1967.2,1600.0,1536,51041,4310.8,urecip_bf16
,,12267,12267,0,4128,8066140,1954.0,1568.0,1536,50528,4254.0,uexp_bf16
,,12267,12267,0,4128,7897761,1913.2,1536.0,1504,48992,4126.3,affine_bf16
,,12267,12267,0,4128,7869422,1906.4,1536.0,1504,49312,4142.4,uneg_bf16
,,12267,12267,0,720,3612783,5017.8,5472.0,4128,6432,706.5,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
,,12267,12267,0,192,853984,4447.8,4544.0,3680,4896,262.3,copy2d_bf16
,,12267,12267,0,129,427363,3312.9,3136.0,3040,25344,1955.4,is_u32_bf16
,,12267,12267,0,129,394405,3057.4,3040.0,3008,3136,23.3,bmul_f32
,,12267,12267,0,48,232384,4841.3,4800.0,4640,5088,144.2,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
,,12267,12267,0,129,202113,1566.8,1568.0,1536,1696,15.2,usin_f32
,,12267,12267,0,129,199616,1547.4,1536.0,1536,1664,18.2,ucos_f32
