NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,22004,22004,0,3048,1043856763,342472.7,338385.5,325569,407169,14827.4,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
,,22004,22004,0,18432,135428764,7347.5,9344.0,2591,10944,3199.2,ucopy_bf16
,,22004,22004,0,12240,56448163,4611.8,4896.0,3680,6112,663.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
,,22004,22004,0,152,52836435,347608.1,16960.0,1344,857667,402406.3,bmul_bf16
,,22004,22004,0,64,23697456,370272.8,362913.5,1408,784611,372051.0,urecip_bf16
,,22004,22004,0,64,23361036,365016.2,357697.0,1408,773027,366749.7,uexp_bf16
,,22004,22004,0,64,22809163,356393.2,349713.5,1376,753346,358059.3,uneg_bf16
,,22004,22004,0,64,22562055,352532.1,345921.5,1408,745314,354148.9,affine_bf16
,,22004,22004,0,3072,12622949,4109.0,4096.0,3488,4640,91.6,copy2d_bf16
,,22004,22004,0,2,357729,178864.5,178864.5,3232,354497,248381.9,is_u32_bf16
,,22004,22004,0,48,307620,6408.8,6384.0,5824,7168,454.4,cast_f32_bf16
,,22004,22004,0,2,281889,140944.5,140944.5,133665,148224,10294.8,fast_argmax_bf16
,,22004,22004,0,48,251490,5239.4,5360.0,4000,6688,1158.6,cast_bf16_f32
,,22004,22004,0,48,212132,4419.4,4448.0,4256,4864,151.1,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
,,22004,22004,0,24,142976,5957.3,5952.0,5760,6496,151.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align2>(T1::Params)
,,22004,22004,0,24,117184,4882.7,4896.0,4800,5056,54.2,badd_bf16
,,22004,22004,0,2,11488,5744.0,5744.0,3104,8384,3733.5,bmul_f32
,,22004,22004,0,2,5856,2928.0,2928.0,1600,4256,1878.1,ucos_f32
,,22004,22004,0,2,5216,2608.0,2608.0,1600,3616,1425.5,usin_f32
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,16,14532720,908295.0,897619.0,894691,927619,14959.4,ucopy_bf16
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,8,2854888,356861.0,353185.0,347521,365217,7041.0,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,8,277952,34744.0,34720.0,34560,34944,136.6,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,8,16641,2080.1,2080.0,2016,2208,66.1,uneg_bf16
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,8,13792,1724.0,1712.0,1696,1792,36.0,uexp_bf16
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,8,12640,1580.0,1568.0,1536,1632,29.3,bmul_bf16
:kiln/attn/full/decode_fused,PushPop,22004,22004,8,8,11680,1460.0,1440.0,1440,1504,29.3,urecip_bf16
