Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
14.4,1056762722,49280,21444.0,21120.0,18752,23520,1130.1,"void Marlin<(int)256, (int)1, (int)8, (int)8, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
11.6,853764718,473,1804999.4,1804967.0,1802375,1807848,958.8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
9.7,716318243,11373,62984.1,62944.0,62624,65792,193.9,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
9.0,664807913,22745,29228.7,38816.0,10336,40064,13170.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
7.9,583878949,20122,29016.9,9280.0,2560,104129,30776.2,ucopy_bf16
5.2,386312189,11373,33967.5,33921.0,33376,35008,231.0,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
3.9,288273504,92230,3125.6,2752.0,1312,103072,7542.2,bmul_f32
3.0,221520477,672,329643.6,329089.0,328001,353601,2618.9,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.8,207215285,38706,5353.6,6176.0,1631,20640,1845.2,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
2.4,173333343,11373,15240.8,15232.0,15040,15520,54.3,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.3,171193823,76491,2238.1,1312.0,1183,59264,2490.9,cast_f32_bf16
2.2,160436367,46257,3468.4,3168.0,2240,67200,5276.2,ucopy_f32
1.8,129064463,65183,1980.0,1248.0,1183,54816,2968.4,cast_bf16_f32
1.6,115383339,80379,1435.5,1344.0,1183,52960,2170.0,affine_f32
1.3,93733851,34407,2724.3,2400.0,2336,40992,3496.4,fast_sum_f32
1.2,89942171,22938,3921.1,3520.0,3167,63648,5440.3,bdiv_f32
1.2,86277753,42436,2033.1,1280.0,1215,73984,6774.7,badd_f32
1.1,80498653,832,96753.2,96864.0,30688,162049,61048.8,"void Marlin<(int)256, (int)4, (int)16, (int)4, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
1.1,78223899,49696,1574.0,1312.0,1216,44737,3205.9,cast_f16_bf16
1.0,73450241,49696,1478.0,1343.0,1215,44512,2280.3,cast_bf16_f16
1.0,71228090,22746,3131.5,3056.0,2655,3808,419.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_bf16_16x16_128x1_nn_align8>(T1::Params)
0.9,67026834,45972,1458.0,1280.0,1183,52032,2584.9,uneg_f32
0.9,66504609,34500,1927.7,1535.0,1343,53825,4501.7,bmul_bf16
0.9,63826208,477,133807.6,133632.0,131713,139328,1045.9,fast_argmax_bf16
0.8,58871378,30710,1917.0,1887.0,1343,133344,4410.4,badd_bf16
0.8,56027675,34404,1628.5,1440.0,1311,46592,3036.4,uexp_bf16
0.8,55802310,34503,1617.3,1408.0,1311,53024,3014.3,uexp_f32
0.7,54926744,34407,1596.4,1408.0,1280,27745,2351.5,usqr_f32
0.7,54323561,34404,1579.0,1344.0,1248,45120,2942.0,affine_bf16
0.7,49404234,30582,1615.5,1440.0,1311,47136,3003.4,urecip_bf16
0.7,49227693,30582,1609.7,1376.0,1311,45984,2914.1,uneg_bf16
0.6,45396171,34407,1319.4,1312.0,1247,1793,39.4,usqrt_f32
0.6,40574576,22746,1783.8,1792.0,1567,2144,202.4,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.5,38891017,23034,1688.4,1376.0,1280,53249,3701.4,urecip_f32
0.5,37266167,100,372661.7,191233.0,187296,4735699,894076.0,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.4,32012909,22938,1395.6,1408.0,1215,1697,141.5,bmaximum_f32
0.4,30666787,3318,9242.6,9216.0,7201,11584,755.3,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
0.3,20375607,1912,10656.7,10592.0,9216,12256,750.5,"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)128, (int)16, (int)4, (int)4, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13, T6, T6)"
0.3,19643693,11373,1727.2,1728.0,1600,2016,69.0,"void <unnamed>::kiln_conv1d_update_k4_kernel<(bool)1>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *, float *, int, int)"
0.2,17957534,3822,4698.5,4032.0,2912,92800,8086.1,fast_max_bf16
0.2,17327002,3822,4533.5,3552.0,3391,122880,10861.1,bdiv_bf16
0.2,16944337,3822,4433.4,3488.0,3360,118273,10430.2,bsub_bf16
0.2,16931672,3822,4430.1,3744.0,2912,92704,8105.5,fast_sum_bf16
0.2,16609316,1406,11813.2,11712.0,10496,13184,647.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align2>(T1::Params)
0.2,15326756,11469,1336.4,1344.0,1311,1504,19.6,ulog_f32
0.2,13492652,8412,1604.0,1344.0,1280,4768,834.7,copy2d_bf16
0.2,12979012,2880,4506.6,4928.0,3711,5823,614.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
0.2,11924470,96,124213.2,124224.0,124001,124385,82.5,"void <unnamed>::gdn_chunk_scan_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.2,11366175,7774,1462.1,1504.0,1344,2080,88.9,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.2,11203154,7646,1465.2,1567.5,1247,3328,203.3,bsub_f32
0.1,10169009,128,79445.4,79424.0,79008,79872,192.7,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
0.1,9638241,96,100398.3,100416.5,99521,101632,419.7,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_32x5_nn
0.1,5508303,3823,1440.8,1440.0,1407,1536,17.9,usin_f32
0.1,5439632,3823,1422.9,1408.0,1407,1568,19.5,ucos_f32
0.1,5321554,192,27716.4,27616.0,2400,53152,25118.1,copy2d_f32
0.1,4262327,472,9030.4,9216.0,7488,10175,603.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)9, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
0.0,3049411,256,11911.8,11936.0,10976,12545,317.7,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)
0.0,2598384,216,12029.6,12032.5,11168,12865,448.7,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align8>(T1::Params)
0.0,1974184,96,20564.4,20896.0,15072,24384,2515.9,"void <unnamed>::gdn_chunk_prep_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.0,1884459,64,29444.7,29408.0,29025,30144,231.9,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
0.0,1388743,478,2905.3,2751.0,2656,22433,1792.6,is_u32_bf16
0.0,1339782,32,41868.2,41856.5,41376,42337,241.6,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_128x64_64x3_nn_align2>(T1::Params)
0.0,1249929,32,39060.3,39280.0,38144,39968,607.1,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_256x128_32x3_tn_align2>(T1::Params)
0.0,1124130,192,5854.8,5808.0,4736,7328,1004.5,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_nn_align8>(T1::Params)
0.0,852611,192,4440.7,4416.0,4256,4672,126.5,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
0.0,571177,96,5949.8,5968.0,5696,6177,90.0,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align2>(T1::Params)
