NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,22130,22130,0,140441,5120097163,36457.3,9504.0,2656,97398132,262576.0,ucopy_bf16
,,22130,22130,0,391144,1260955715,3223.8,3040.0,2463,72320,2466.8,bmul_f32
,,22130,22130,0,331272,1041386353,3143.6,1856.0,1503,57888,5094.3,bmul_bf16
,,22130,22130,0,240088,884350199,3683.4,2880.0,1152,62624,2919.4,cast_f32_bf16
,,22130,22130,0,280416,689607449,2459.2,1440.0,1216,23520,1743.1,cast_bf16_f32
,,22130,22130,0,3890,530940974,136488.7,136896.0,130401,139968,1468.8,fast_argmax_bf16
,,22130,22130,0,180528,506641713,2806.4,2720.0,2272,56000,2037.8,ucopy_f32
,,22130,22130,0,184656,344963133,1868.1,1536.0,1312,49120,3905.4,uexp_bf16
,,22130,22130,0,184656,343884373,1862.3,1504.0,1311,47360,3789.4,affine_bf16
,,22130,22130,0,154568,335259508,2169.0,1760.0,1408,55904,4506.0,urecip_bf16
,,22130,22130,0,154568,323765546,2094.6,1760.0,1567,47936,3803.0,uneg_bf16
,,22130,22130,0,26112,247541252,9480.0,9504.0,7232,11712,784.6,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
,,22130,22130,0,60176,176753103,2937.3,2720.0,2591,46209,2865.4,fast_sum_f32
,,22130,22130,0,120352,175894076,1461.5,1408.0,1280,3584,141.3,badd_f32
,,22130,22130,0,35904,170208478,4740.7,5056.0,3712,6752,686.7,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
,,22130,22130,0,36616,168991733,4615.2,3712.0,2848,127297,10158.7,bsub_bf16
,,22130,22130,0,14912,162235320,10879.5,10912.0,9471,12480,590.3,"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)128, (int)16, (int)4, (int)4, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13, T6, T6)"
,,22130,22130,0,120352,160438176,1333.1,1312.0,1247,2113,60.5,affine_f32
,,22130,22130,0,30088,152049477,5053.5,3968.0,3680,131904,11618.6,bdiv_bf16
,,22130,22130,0,73232,146682235,2003.0,1632.0,1311,5504,1080.5,bsub_f32
,,22130,22130,0,30088,142955124,4751.2,4000.0,2975,99392,8667.2,fast_max_bf16
,,22130,22130,0,30088,142568586,4738.4,4000.0,2975,99201,8660.2,fast_sum_bf16
,,22130,22130,0,11200,134269584,11988.4,12032.0,10464,13472,599.2,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align2>(T1::Params)
,,22130,22130,0,66704,114011260,1709.2,1408.0,1311,5409,885.3,copy2d_bf16
,,22130,22130,0,60176,93331015,1551.0,1408.0,1311,28864,1741.2,usqr_f32
,,22130,22130,0,13320,90859455,6821.3,4832.0,2784,143905,18961.8,badd_bf16
,,22130,22130,0,60176,88841323,1476.4,1472.0,1344,1696,50.2,urecip_f32
,,22130,22130,0,60176,87098027,1447.4,1440.0,1375,1664,26.4,usqrt_f32
,,22130,22130,0,60176,70542587,1172.3,1184.0,1088,1568,27.8,const_set_f32
,,22130,22130,0,26112,47093511,1803.5,1776.0,1311,2369,408.8,uexp_f32
,,22130,22130,0,30088,45797760,1522.1,1536.0,1440,1665,25.7,ucos_f32
,,22130,22130,0,30088,45229368,1503.2,1504.0,1407,1664,25.3,usin_f32
