NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,18991,18991,0,20026,573972992,28661.4,9280.0,2560,74369,30417.4,ucopy_bf16
,,18991,18991,0,672,221520477,329643.6,329089.0,328001,353601,2618.9,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
,,18991,18991,0,34405,97005040,2819.5,2753.0,2656,9791,372.9,bmul_f32
,,18991,18991,0,19146,90308743,4716.8,5824.0,2527,59264,2728.7,cast_f32_bf16
,,18991,18991,0,34500,66504609,1927.7,1535.0,1343,53825,4501.7,bmul_bf16
,,18991,18991,0,477,63826208,133807.6,133632.0,131713,139328,1045.9,fast_argmax_bf16
,,18991,18991,0,22935,60615640,2642.9,2591.0,2240,51296,1868.5,ucopy_f32
,,18991,18991,0,19115,60014627,3139.7,4288.0,1215,22912,1702.4,cast_bf16_f32
,,18991,18991,0,22935,40258959,1755.4,1440.0,1311,46592,3712.3,uexp_bf16
,,18991,18991,0,22935,39244434,1711.1,1408.0,1248,45120,3596.0,affine_bf16
,,18991,18991,0,19113,33891766,1773.2,1440.0,1407,47136,3790.3,urecip_bf16
,,18991,18991,0,19113,33725280,1764.5,1408.0,1375,45984,3677.1,uneg_bf16
,,18991,18991,0,3318,30666787,9242.6,9216.0,7201,11584,755.3,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
,,18991,18991,0,1912,20375607,10656.7,10592.0,9216,12256,750.5,"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)128, (int)16, (int)4, (int)4, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13, T6, T6)"
,,18991,18991,0,3822,17957534,4698.5,4032.0,2912,92800,8086.1,fast_max_bf16
,,18991,18991,0,3822,17327002,4533.5,3552.0,3391,122880,10861.1,bdiv_bf16
,,18991,18991,0,3822,16944337,4433.4,3488.0,3360,118273,10430.2,bsub_bf16
,,18991,18991,0,3822,16931672,4430.1,3744.0,2912,92704,8105.5,fast_sum_bf16
,,18991,18991,0,1406,16609316,11813.2,11712.0,10496,13184,647.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align2>(T1::Params)
,,18991,18991,0,7646,13913934,1819.8,1728.0,1631,20640,1242.3,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
,,18991,18991,0,8412,13492652,1604.0,1344.0,1280,4768,834.7,copy2d_bf16
,,18991,18991,0,2880,12979012,4506.6,4928.0,3711,5823,614.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
