Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Range
33.6,170312416,72,2365450.2,105226.5,89111,149151656,17617297.5,:kiln/gdn/in_proj
17.5,88758140,3,29586046.7,63956.0,63582,88630602,51134084.9,:kiln/lm_head
13.1,66416242,8,8302030.3,284626.5,275651,63612789,22350787.6,:kiln/attn/full/prefill_initial
3.9,19698759,72,273593.9,183355.5,173883,6301077,720457.6,:kiln/gdn/qk_norm
3.8,19426423,72,269811.4,214356.0,202638,1273431,191963.8,:kiln/gdn/gated_norm
3.8,19134772,72,265760.7,219657.5,209015,469524,83131.6,:kiln/gdn/gates
3.5,17906741,96,186528.6,72669.0,67430,9625050,973692.5,:kiln/mlp/gate
2.5,12713977,72,176583.0,33548.5,25542,6531453,766651.8,:kiln/gdn/conv
2.4,12287409,24,511975.4,404242.0,387754,1524957,238796.8,:kiln/attn/rope
2.0,10127812,24,421992.2,264451.0,28593,6113120,1217706.8,:kiln/gdn/conv/prefill_update
1.9,9517601,96,99141.7,67175.0,62729,313187,57621.8,:kiln/mlp/down
1.6,8245636,24,343568.2,354283.0,120464,416546,57977.5,:kiln/attn/gdn/chunk
1.5,7813739,96,81393.1,72283.5,65593,122271,15097.0,:kiln/mlp/up
1.3,6650372,96,69274.7,22372.0,20367,4431143,449877.5,:kiln/norm/pre_attn
1.2,6032782,24,251365.9,136773.5,128618,500088,162434.9,:kiln/proj/qkv
0.8,3905531,72,54243.5,43396.0,37483,784346,87351.3,:kiln/gdn/head_expand
0.7,3526403,96,36733.4,24506.0,21485,201193,38908.7,:kiln/norm/pre_mlp
0.6,3264701,72,45343.1,41561.5,36149,178172,17414.7,:kiln/gdn/out_proj
0.6,3007057,16,187941.1,185533.5,179717,208800,7010.3,:kiln/attn/full/decode_fused
0.6,3002830,192,15639.7,15214.0,10930,30523,3069.9,:kiln/residual
0.5,2667415,24,111142.3,110986.5,100082,144457,8512.2,:kiln/attn/gdn/chunk_prep
0.4,2080369,72,28894.0,1960.5,1734,549258,68177.4,:kiln/gdn/qkv_split
0.3,1747658,24,72819.1,575.5,437,277540,113714.7,:kiln/attn/qkv_transpose
0.3,1684899,48,35102.1,33075.0,30300,100766,9998.8,:kiln/attn/gdn/recurrent
0.3,1313081,48,27355.9,26224.5,23688,62720,5607.9,:kiln/gdn/conv/update
0.2,1032953,24,43039.7,43002.0,39543,45128,1388.6,:kiln/attn/qk_norm
0.2,1029153,24,42881.4,42407.0,39043,49360,2848.5,:kiln/proj/qkv_split
0.2,1004748,72,13954.8,693.0,572,405989,48123.9,:kiln/gdn/conv/layout
0.2,983666,72,13662.0,13129.5,11831,20956,1920.5,:kiln/gdn/recur_prep
0.2,918460,24,38269.2,36253.0,28837,73759,9472.6,:kiln/proj/o
0.1,753747,24,31406.1,30236.0,27797,53895,5123.6,:kiln/kv/copy
0.0,84965,72,1180.1,549.0,456,9395,1401.0,:kiln/gdn/post_transpose
0.0,77509,48,1614.8,1562.5,1219,2480,323.5,:kiln/attn/gdn/precopy
0.0,16354,16,1022.1,459.0,362,5943,1563.5,:kiln/attn/q_fa_transpose
