Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.2,5005549,24,208564.5,208496.5,207744,209824,500.2,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.2,4566125,3096,1474.8,1472.0,1440,1664,20.4,ulog_f32
0.2,4022759,2256,1783.1,1504.0,1440,7840,966.3,copy2d_bf16
0.2,3867244,104,37185.0,36048.0,31904,41984,2790.6,"void Marlin<(int)256, (int)3, (int)16, (int)4, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
0.1,3612783,720,5017.8,5472.0,4128,6432,706.5,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
0.1,3380743,2096,1612.9,1664.0,1504,2240,95.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.1,3292966,2064,1595.4,1696.0,1408,3584,200.9,bsub_f32
0.1,2866054,32,89564.2,89488.0,89120,90272,329.8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
0.1,2791722,24,116321.8,116288.0,116000,117153,265.0,"void <unnamed>::gdn_chunk_scan_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.1,2638121,24,109921.7,109936.5,109281,110977,392.7,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_32x5_nn
0.0,1192289,24,49678.7,49696.0,49408,49952,134.8,"void <unnamed>::kiln_conv1d_prefill_k4_kernel<(bool)1>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *, float *, int, int, int)"
0.0,515041,16,32190.1,32112.5,31808,32960,268.1,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
0.0,427363,129,3312.9,3136.0,3040,25344,1955.4,is_u32_bf16
0.0,334208,24,13925.3,13888.0,13824,14304,121.8,"void <unnamed>::gdn_chunk_prep_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.0,299936,48,6248.7,6368.0,5184,7488,933.2,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_nn_align8>(T1::Params)
0.0,232384,48,4841.3,4800.0,4640,5088,144.2,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
0.0,202113,129,1566.8,1568.0,1536,1696,15.2,usin_f32
0.0,199616,129,1547.4,1536.0,1536,1664,18.2,ucos_f32
0.0,146272,24,6094.7,6080.0,5984,6304,73.1,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nn_align2>(T1::Params)
