NVTX Range,Style,PID,TID,NVTX Inst,Kern Inst,Total Time (ns),Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Kernel Name
,,17663,17663,0,1512,526055433,347920.3,349777.5,325857,419554,14628.0,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
,,17663,17663,0,9465,260394459,27511.3,9472.0,2592,97415231,1003718.1,ucopy_bf16
,,17663,17663,0,6096,28818150,4727.4,4960.0,3744,5888,691.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
,,17663,17663,0,1112,27975408,25157.7,1472.0,1344,418977,94463.0,bmul_bf16
,,17663,17663,0,512,27137439,53002.8,3968.0,3840,250209,96987.7,cast_bf16_f32
,,17663,17663,0,544,12622092,23202.4,1408.0,1376,389538,87210.6,urecip_bf16
,,17663,17663,0,544,12401866,22797.5,1408.0,1376,381985,85614.3,uexp_bf16
,,17663,17663,0,544,12091948,22227.8,1376.0,1344,372097,83450.4,uneg_bf16
,,17663,17663,0,544,11985063,22031.4,1408.0,1376,368353,82614.1,affine_bf16
,,17663,17663,0,1536,6470708,4212.7,4192.0,3616,4640,115.1,copy2d_bf16
,,17663,17663,0,408,2419142,5929.3,5856.0,5696,7936,328.7,cast_f32_bf16
,,17663,17663,0,17,2266729,133337.0,132608.0,131520,143041,2624.4,fast_argmax_bf16
,,17663,17663,0,17,222464,13086.1,2720.0,2688,178432,42608.8,is_u32_bf16
,,17663,17663,0,48,220256,4588.7,4560.0,4288,4864,154.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
,,17663,17663,0,24,148898,6204.1,6176.0,6016,6560,150.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align2>(T1::Params)
,,17663,17663,0,24,121377,5057.4,5056.0,4864,5376,116.5,badd_bf16
,,17663,17663,0,17,49888,2934.6,2784.0,2720,5344,623.9,bmul_f32
,,17663,17663,0,17,25728,1513.4,1440.0,1408,2688,304.0,ucos_f32
,,17663,17663,0,17,25728,1513.4,1440.0,1440,2432,238.9,usin_f32
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,256,113679561,444060.8,443745.5,441793,456801,2142.1,ucopy_bf16
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,22718070,177484.9,178049.0,175649,181601,1224.4,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,4424683,34567.8,34560.0,34368,34848,100.8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,259457,2027.0,2016.0,1952,2144,42.6,uneg_bf16
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,215200,1681.3,1664.0,1632,1760,21.6,uexp_bf16
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,199810,1561.0,1568.0,1504,1632,31.3,bmul_bf16
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,183872,1436.5,1440.0,1408,1504,16.7,urecip_bf16
:kiln/attn/full/decode_fused,PushPop,17663,17663,128,128,173984,1359.3,1344.0,1344,1408,17.5,affine_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,40,12213868,305346.7,418321.0,105440,460738,164922.1,ucopy_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,11198918,1399864.8,1401220.5,1394885,1403205,3603.4,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,5277202,659650.3,660834.5,654083,664866,4058.0,ampere_bf16_s1688gemm_bf16_128x128_ldg8_f2f_stages_32x1_nn
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,1452998,181624.8,181824.5,178209,183713,1723.3,bmul_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,1320708,165088.5,164896.5,163072,169152,1903.3,urecip_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,1307044,163380.5,163248.0,162144,165760,1210.6,uexp_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,1277317,159664.6,159552.5,158113,162945,1487.6,uneg_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,8,1258532,157316.5,156801.0,155041,160449,1653.5,affine_bf16
:kiln/attn/full/prefill_initial,PushPop,17663,17663,8,16,723523,45220.2,45136.5,44512,46240,483.8,copy2d_bf16
