Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
27.4,1004109971,9814,102314.0,75936.0,74688,1807489,212045.3,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
15.2,556250196,12080,46047.2,39232.0,10175,72289,22973.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
11.1,406360428,7001,58043.2,9248.0,2592,97090704,1163006.7,ucopy_bf16
8.3,303445777,4832,62799.2,62752.0,62496,65216,189.1,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
3.6,131532909,37176,3538.1,2656.0,1311,103104,10292.4,bmul_f32
3.4,123119856,3624,33973.5,33952.0,33440,34945,232.6,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
2.0,72909259,18696,3899.7,2752.0,2208,66688,7173.5,ucopy_f32
1.9,68079245,14712,4627.5,2400.0,2304,41152,5300.9,fast_sum_f32
1.8,67432915,12473,5406.3,6176.0,1599,20737,1968.1,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
1.8,66854515,291,229740.6,187072.0,185280,4341794,419254.4,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
1.8,64986236,15696,4140.3,1856.0,1440,52512,6519.5,bmul_bf16
1.7,62550955,26968,2319.5,1280.0,1120,59136,3158.3,cast_f32_bf16
1.6,57204300,28912,1978.6,1343.0,1151,54880,3675.1,cast_bf16_f32
1.5,54923922,3624,15155.6,15168.0,14720,15392,72.1,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
1.3,46002113,29568,1555.8,1311.0,1183,53056,3107.4,affine_f32
1.1,39847634,13840,2879.2,1280.0,1215,73856,10276.2,badd_f32
1.0,34950800,7392,4728.2,3520.0,3167,66528,8569.6,bdiv_f32
0.9,32657316,12224,2671.6,2944.0,1343,3232,580.4,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.8,30194450,17088,1767.0,1408.0,1247,53120,3725.1,uexp_f32
0.8,29851647,11031,2706.2,2016.0,1824,135552,6427.2,badd_bf16
0.8,29670181,18480,1605.5,1280.0,1183,52449,3537.8,uneg_f32
0.7,27150565,576,47136.4,47936.0,40736,48704,2259.1,"<unnamed>::gdn_fwd_sub_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.6,23326889,192,121494.2,121248.0,78208,165792,42725.8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
0.6,22627470,7248,3121.9,3072.0,2624,3776,420.6,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_bf16_16x16_128x1_nn_align8>(T1::Params)
0.6,22473886,11088,2026.9,1535.0,1311,55552,4756.4,urecip_f32
0.6,21231462,11088,1914.8,1408.0,1280,46400,4612.4,uexp_bf16
0.6,21200601,9856,2151.0,1632.0,1311,53760,5190.8,urecip_bf16
0.6,20830271,11088,1878.6,1408.0,1279,27681,3574.4,usqr_f32
0.6,20697773,11088,1866.7,1376.0,1247,44928,4484.4,affine_bf16
0.5,19862853,153,129822.6,129760.0,128128,133056,761.3,fast_argmax_bf16
0.5,19761850,9856,2005.1,1632.0,1280,45313,4359.8,uneg_bf16
0.4,15507120,11088,1398.5,1408.0,1216,1888,67.6,usqrt_f32
0.4,15321862,7392,2072.8,1568.0,1471,53376,5052.2,copy2d_f32
0.4,14334235,3168,4524.7,4864.5,3648,6144,650.1,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
0.3,12842922,7248,1771.9,1760.5,1535,2113,200.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.3,10291501,7392,1392.2,1408.0,1215,1728,139.4,bmaximum_f32
0.3,9705940,1064,9122.1,9088.0,7200,11232,797.7,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
0.3,9228902,1808,5104.5,3456.0,2720,119809,13250.3,bsub_bf16
0.2,8123696,3616,2246.6,1568.0,1247,4960,1265.0,bsub_f32
