Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
14.6,1633052708,76092,21461.6,21184.0,18656,23520,1154.5,"void Marlin<(int)256, (int)1, (int)8, (int)8, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
11.8,1319894621,731,1805601.4,1805581.0,1803150,1811917,904.1,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
9.9,1108048060,17560,63100.7,63041.0,62625,65345,209.9,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
9.2,1025809282,35120,29208.7,38704.0,10336,39840,13124.4,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
8.3,923544555,27252,33889.1,9984.0,2624,105953,31878.3,ucopy_bf16
5.4,597640756,17560,34034.2,33985.0,33377,35040,247.5,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
4.0,443857583,142352,3118.0,2752.0,1343,104705,7536.8,bmul_f32
2.9,320814991,59749,5369.4,6176.0,1631,20928,1873.5,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
2.4,267003245,17560,15205.2,15200.0,15071,15809,43.1,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.4,263856466,118075,2234.7,1312.0,1183,60224,2495.1,cast_f32_bf16
2.2,247536106,71390,3467.4,3136.0,2240,68353,5300.5,ucopy_f32
1.7,192726136,100610,1915.6,1248.0,1183,55393,2925.7,cast_bf16_f32
1.6,177965341,124073,1434.4,1344.0,1183,53152,2158.6,affine_f32
1.3,144430961,53112,2719.4,2400.0,2336,41664,3492.7,fast_sum_f32
1.2,138172352,35408,3902.3,3488.0,3167,64865,5435.2,bdiv_f32
1.2,131784185,55415,2378.1,1536.0,1343,53376,4989.4,bmul_bf16
1.2,131596904,65490,2009.4,1280.0,1215,74048,6751.5,badd_f32
1.1,121513992,1248,97367.0,96913.0,30785,162529,61032.3,"void Marlin<(int)256, (int)4, (int)16, (int)4, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
1.1,119015264,76716,1551.4,1280.0,1215,44768,3199.3,cast_f16_bf16
1.0,113597016,76716,1480.7,1344.0,1215,45025,2291.1,cast_bf16_f16
1.0,109992098,35120,3131.9,3040.0,2623,3809,427.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_bf16_16x16_128x1_nn_align8>(T1::Params)
0.9,103477119,70961,1458.2,1280.0,1183,52577,2578.4,uneg_f32
0.9,99121993,737,134493.9,134305.0,132545,140641,1060.9,fast_argmax_bf16
0.9,98881082,49563,1995.1,1888.0,1375,137345,4388.3,badd_bf16
0.8,86114434,53111,1621.4,1408.0,1280,47616,3060.9,uexp_bf16
0.8,85882023,53257,1612.6,1408.0,1311,53473,3006.1,uexp_f32
0.8,84695864,53112,1594.7,1408.0,1311,27809,2330.2,usqr_f32
0.8,84569666,53111,1592.3,1408.0,1247,45761,2953.8,affine_bf16
0.7,76337827,47210,1617.0,1409.0,1311,48129,3020.3,urecip_bf16
0.7,75884885,47210,1607.4,1407.0,1311,46497,2919.8,uneg_bf16
0.6,69827305,53112,1314.7,1312.0,1247,1856,41.4,usqrt_f32
0.6,62631333,35120,1783.4,1807.5,1567,2145,201.7,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.5,60002467,35553,1687.7,1376.0,1311,53633,3698.6,urecip_f32
0.5,55539945,150,370266.3,190401.0,187009,4697155,884778.6,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.5,55127653,1152,47853.9,48737.0,41025,49184,2250.5,"<unnamed>::gdn_fwd_sub_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.4,49395141,35408,1395.0,1408.0,1215,1760,140.8,bmaximum_f32
