Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
31.8,3204667607,31128,102951.3,76416.0,74944,1810310,212684.5,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
17.6,1774539855,38312,46318.1,39488.0,10336,72896,23042.2,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
9.6,965388406,15326,62990.2,62944.0,62656,65824,198.4,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
6.2,625656202,17884,34984.1,10368.0,2688,109120,32886.4,ucopy_bf16
3.9,392437552,11495,34139.8,34112.0,33312,35328,261.7,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
3.0,302157529,93198,3242.1,2816.0,1375,107585,7792.6,bmul_f32
2.2,217007819,39115,5547.9,6400.0,1695,21664,1914.3,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
1.8,182266671,11495,15856.2,15808.0,15648,17408,135.1,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
1.8,179361247,77303,2320.2,1344.0,1247,62561,2559.1,cast_f32_bf16
1.7,169125743,46744,3618.1,3264.0,2335,70272,5494.3,ucopy_f32
1.3,131857661,65871,2001.8,1280.0,1215,58080,3010.7,cast_bf16_f32
1.2,120399128,81230,1482.2,1376.0,1247,52992,2167.0,affine_f32
1.2,117531690,768,153036.1,156225.0,128832,160321,8413.8,"void <unnamed>::gdn_chunk_scan_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
1.1,107041795,38504,2780.0,3040.0,1407,44576,641.8,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
1.0,99237629,34772,2854.0,2528.0,2432,43936,3649.1,fast_sum_f32
1.0,96814454,388,249521.8,199697.0,194752,4984912,481223.4,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.9,94072380,23182,4058.0,3616.0,3263,67232,5671.1,bdiv_f32
0.9,89494844,42883,2087.0,1344.0,1279,73504,6762.2,badd_f32
0.9,88974147,35537,2503.7,1696.0,1504,54209,4994.5,bmul_bf16
0.7,75073994,31706,2367.8,2080.0,1823,143137,4557.7,badd_bf16
0.7,74465585,22990,3239.0,3216.0,2720,4000,426.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_bf16_16x16_128x1_nn_align8>(T1::Params)
0.7,70467316,46459,1516.8,1344.0,1247,52161,2578.6,uneg_f32
0.7,66873302,482,138741.3,138369.0,136288,149665,1583.4,fast_argmax_bf16
0.6,58866038,34770,1693.0,1472.0,1343,48608,3124.3,uexp_bf16
0.6,58345531,34868,1673.3,1472.0,1375,53888,3023.6,uexp_f32
0.6,57591372,34772,1656.3,1472.0,1343,27841,2355.9,usqr_f32
0.6,57100427,34770,1642.2,1408.0,1311,47168,3020.7,affine_bf16
0.6,55855927,30907,1807.2,1696.0,1343,47551,2957.5,uneg_bf16
0.5,51995554,30907,1682.3,1472.0,1375,49217,3088.8,urecip_bf16
0.5,47177741,34772,1356.8,1344.0,1279,1856,43.4,usqrt_f32
0.4,42716674,22990,1858.1,1919.5,1631,2240,205.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.4,40728777,23276,1749.8,1440.0,1343,53664,3715.3,urecip_f32
0.3,33810551,23182,1458.5,1472.0,1279,1824,147.6,bmaximum_f32
0.3,32849381,256,128317.9,127984.5,81760,176545,45596.8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
0.3,31458860,3343,9410.4,9440.0,7168,11393,750.2,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)7, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
0.2,22916598,768,29839.3,30688.0,17697,32480,2559.7,"void <unnamed>::gdn_chunk_prep_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.2,20712249,1935,10704.0,10560.0,9345,12224,694.8,"void gemv2T_kernel_val<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)128, (int)16, (int)4, (int)4, (bool)0, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13, T6, T6)"
0.2,20677340,11495,1798.8,1792.0,1663,2112,77.0,"void <unnamed>::kiln_conv1d_update_k4_kernel<(bool)1>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *, float *, int, int)"
0.2,18940684,3863,4903.1,4192.0,3072,99744,8494.4,fast_max_bf16
0.2,18224286,3863,4717.7,3680.0,3520,132001,11399.7,bdiv_bf16
0.2,17887481,3863,4630.5,3904.0,3040,99616,8506.0,fast_sum_bf16
0.2,17834777,3863,4616.8,3616.0,3456,126336,10901.0,bsub_bf16
0.2,17591300,3552,4952.5,5344.0,3903,5920,674.2,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
0.2,16745647,1408,11893.2,11808.0,10592,13408,626.5,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align2>(T1::Params)
0.2,16173198,11591,1395.3,1407.0,1375,1600,24.0,ulog_f32
0.1,14215818,8494,1673.6,1408.0,1311,5152,862.3,copy2d_bf16
0.1,11549507,7726,1494.9,1536.0,1311,3488,189.4,bsub_f32
0.1,10142947,96,105655.7,105760.0,102816,106977,682.5,ampere_bf16_s16816gemm_bf16_128x128_ldg8_f2f_stages_32x5_nn
0.1,5810777,3863,1504.2,1504.0,1471,1664,21.6,usin_f32
0.1,5722130,3863,1481.3,1472.0,1439,1696,22.6,ucos_f32
0.1,5375530,192,27997.6,27984.0,2400,53664,25378.6,copy2d_f32
0.0,4549963,488,9323.7,9472.0,7680,10401,625.6,"std::enable_if<!T7, void>::type internal::gemvx::kernel<int, int, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (bool)0, (bool)1, (bool)0, (bool)0, (int)9, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T13)"
0.0,3070352,256,11993.6,11968.0,11360,12801,276.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x2_tn_align8>(T1::Params)
0.0,2787370,232,12014.5,12032.0,11136,12928,466.2,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_128x1_tn_align8>(T1::Params)
0.0,1986214,64,31034.6,31008.0,30496,31680,317.6,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x4_nn
0.0,1454473,483,3011.3,2847.0,2751,23745,1865.9,is_u32_bf16
0.0,1387587,32,43362.1,43424.0,42657,44096,344.4,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_bf16_128x64_64x3_nn_align2>(T1::Params)
