Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
20.9,563343200,7979,70603.2,70368.0,62464,74688,2996.0,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
14.5,389260914,21245,18322.5,2880.0,1888,97457036,670590.5,ucopy_bf16
11.0,295176559,1656,178246.7,75968.0,74880,1810410,408137.8,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
5.7,154203073,2400,64251.3,64096.0,63776,69408,800.7,ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2f_stages_64x3_nn
5.0,134869556,75,1798260.7,1798187.0,1793930,1804106,2770.0,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_nn_align8>(T1::Params)
4.0,107315694,3335,32178.6,11616.0,10240,72321,24577.6,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
4.0,106534044,2928,36384.6,37376.0,33504,38400,1520.4,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
3.4,91980240,27925,3293.8,2945.0,1343,110432,7346.5,bmul_f32
2.8,75305361,3600,20918.2,20928.0,20352,22688,286.7,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_nn_align8>(T1::Params)
2.5,67398284,192,351032.7,350385.5,349730,379650,3618.2,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.4,64359744,20754,3101.1,2592.0,2208,75392,4412.0,ucopy_f32
2.2,60487241,1800,33604.0,33600.0,32960,34528,213.6,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_nn
1.8,47357274,9105,5201.2,1888.0,1343,59041,7485.3,bmul_bf16
1.7,45160510,8463,5336.2,6144.0,1631,22273,1902.6,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
1.4,36609407,17330,2112.5,1377.0,1152,58848,3012.8,cast_bf16_f32
1.4,36600897,15830,2312.1,1344.0,1183,60576,2705.6,cast_f32_bf16
1.2,32725105,16070,2036.4,1408.0,1215,75488,5698.5,badd_f32
1.0,26454078,18288,1446.5,1312.0,1184,54560,2352.7,affine_f32
0.9,25163659,96,262121.4,293233.0,196865,296290,46168.7,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x128_32x3_nn_align8>(T1::Params)
0.9,23750910,784,30294.5,30944.0,28064,63489,3676.9,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
0.8,22594351,8246,2740.0,1984.0,1760,16640,1698.8,badd_bf16
0.8,21664001,204,106196.1,106145.0,103361,116481,1406.8,fast_argmax_f32
0.7,20164682,7056,2857.8,2432.0,2336,44416,4199.6,fast_sum_f32
0.7,19508548,4704,4147.2,3520.0,3168,68928,6534.1,bdiv_f32
0.7,18519843,88,210452.8,160144.0,99552,344097,104038.7,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.6,16613971,11232,1479.2,1248.0,1183,53856,2707.3,uneg_f32
0.6,16456098,4416,3726.5,3520.0,3391,5792,560.0,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_64x1_nn_align8>(T1::Params)
0.5,14440225,8880,1626.2,1440.0,1247,54912,3090.5,uexp_f32
0.5,12291071,6422,1913.9,1760.0,1311,47488,3300.6,uneg_bf16
0.4,11722345,7056,1661.3,1408.0,1280,28512,2681.7,usqr_f32
0.4,11661077,6497,1794.8,1473.0,1280,49120,3406.8,uexp_bf16
0.4,11059346,1824,6063.2,6016.0,5888,8769,309.6,"void <unnamed>::gdn_chunk_scan_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.4,11050804,6528,1692.8,1408.0,1311,55424,3632.0,urecip_f32
0.4,10876907,3600,3021.4,3072.0,2783,3456,212.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x1_nn_align2>(T1::Params)
0.4,10751714,6422,1674.2,1408.0,1311,49920,3486.4,urecip_bf16
0.4,10491986,6497,1614.9,1376.0,1280,47520,3304.7,affine_bf16
0.3,9280083,7056,1315.2,1312.0,1247,1920,48.9,usqrt_f32
0.3,8023115,528,15195.3,15200.0,14688,15360,60.4,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.3,7597772,3308,2296.8,1953.0,1375,3232,659.4,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.3,7112684,1800,3951.5,3937.0,3840,4256,34.4,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nn_align2>(T1::Params)
0.3,6851166,3648,1878.1,1600.0,1375,55040,4312.9,copy2d_f32
0.2,6577243,4704,1398.2,1471.0,1215,1824,139.9,bmaximum_f32
0.1,3954553,1824,2168.1,2176.0,2111,2529,42.5,"void <unnamed>::gdn_chunk_prep_kernel<(int)64>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.1,3305884,1056,3130.6,3072.0,2656,3712,418.9,void cutlass::Kernel2<cutlass_80_wmma_tensorop_s161616gemm_bf16_16x16_128x1_nn_align8>(T1::Params)
0.1,3255481,1934,1683.3,1344.0,1279,7744,1045.1,copy2d_bf16
0.1,3166354,2352,1346.2,1344.0,1311,1600,27.5,ulog_f32
0.1,2537810,1718,1477.2,1536.0,1248,3712,226.9,bsub_f32
0.1,1883223,1056,1783.4,1776.0,1567,2144,202.6,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, float, __nv_bfloat16, float, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T5 *, T5 *, const T6 *, const T6 *, const T7 *, const T4 *, T7 *, void *, long, T6 *, int *)"
0.0,910309,528,1724.1,1696.0,1600,1952,69.4,"void <unnamed>::kiln_conv1d_update_k4_kernel<(bool)1>(const __nv_bfloat16 *, const __nv_bfloat16 *, float *, float *, int, int)"
0.0,534211,16,33388.2,33407.5,32992,33825,280.6,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_32x6_nn
0.0,486947,173,2814.7,2656.0,2368,26400,1813.2,is_u32_bf16
0.0,337956,48,7040.8,6912.0,5024,9216,1911.1,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x10_nn_align8>(T1::Params)
0.0,276159,72,3835.5,3455.5,3200,4928,703.5,void cutlass::Kernel2<cutlass_75_wmma_tensorop_bf16_s161616gemm_bf16_32x32_32x1_nn_align1>(T1::Params)
0.0,248379,173,1435.7,1440.0,1376,1632,28.5,usin_f32
0.0,247287,173,1429.4,1440.0,1407,1632,24.2,ucos_f32
0.0,155905,75,2078.7,2080.0,2047,2176,20.0,fast_max_bf16
0.0,155526,75,2073.7,2080.0,2016,2176,23.5,fast_sum_bf16
0.0,148293,75,1977.2,1984.0,1951,2112,24.8,"void gemvNSP_kernel<__nv_bfloat16, __nv_bfloat16, __nv_bfloat16, float, (int)1, (int)32, (int)4, (int)1024, (bool)0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float>>(T10)"
0.0,116901,75,1558.7,1568.0,1473,1600,31.4,bdiv_bf16
0.0,115647,75,1542.0,1536.0,1503,1600,17.2,"void gemmk1_kernel<int, float, (int)256, (int)5, (bool)0, (bool)0, (bool)0, (bool)0, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<const __nv_bfloat16>, cublasGemvTensorStridedBatched<__nv_bfloat16>, float, (int)0>(cublasGemmk1Params<T2, T9, T10, T11, T12, biasType<T11::value_type, T12>::type>)"
0.0,112253,75,1496.7,1473.0,1439,1568,41.6,bsub_bf16
