Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
18.2,384678335,20961,18352.1,2880.0,1920,97323822,674140.5,ucopy_bf16
10.0,211819184,9880,21439.2,21088.0,18752,23712,1130.2,"void Marlin<(int)256, (int)1, (int)8, (int)8, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
8.7,184540726,244,756314.5,76592.5,75040,1807686,846438.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
6.3,133201833,74,1800024.8,1799510.5,1795174,1804710,2646.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_32x6_nn_align8>(T1::Params)
5.4,114957497,1776,64728.3,64544.0,64192,69409,833.7,ampere_bf16_s16816gemm_bf16_128x64_sliced1x2_ldg8_f2f_stages_64x3_nn
4.9,104419794,2872,36357.9,37344.0,33440,38016,1469.3,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
3.5,74244374,3552,20902.1,20912.5,20256,21568,297.8,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_32x32_128x2_nn_align8>(T1::Params)
3.1,66128699,192,344420.3,350241.0,328225,354657,9991.2,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.8,59696444,1776,33612.9,33600.0,33056,34592,217.0,ampere_bf16_s16816gemm_bf16_64x64_ldg8_f2f_stages_64x5_nn
2.6,55399128,13457,4116.8,1408.0,1184,250529,21470.6,cast_bf16_f32
2.6,55163412,2562,21531.4,11008.0,10368,71617,15555.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
2.6,53935863,18426,2927.2,2944.0,1344,74720,3970.7,bmul_f32
2.4,49710541,15060,3300.8,2624.0,2240,75873,5077.4,ucopy_f32
2.1,44683235,8934,5001.5,1568.0,1312,55840,7542.2,bmul_bf16
2.1,44351808,8294,5347.5,6144.0,1632,22400,1912.2,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
1.7,36492112,578,63135.1,63008.0,62592,66432,578.6,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
1.7,35820383,15508,2309.8,1344.0,1184,60832,2702.9,cast_f32_bf16
1.1,24201844,149,162428.5,108992.0,103616,221313,57127.8,fast_argmax_f32
1.1,23282740,768,30316.1,31008.0,28065,63008,3576.3,"void kiln_flash::flash_fwd_kernel<Flash_fwd_kernel_traits<(int)256, (int)64, (int)64, (int)4, (bool)0, (bool)0, cutlass::bfloat16_t, Flash_kernel_traits<(int)256, (int)64, (int)64, (int)4, cutlass::bfloat16_t>>, (bool)0, (bool)1, (bool)0, (bool)0, (bool)0, (bool)1, (bool)0, (bool)0>(kiln_flash::Flash_fwd_params)"
1.1,22521070,16128,1396.4,1312.0,1184,28448,1457.0,affine_f32
