Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
15.9,340447086,5585,60957.4,9888.0,2752,97471870,1307080.7,ucopy_bf16
13.3,284997745,13312,21409.1,21088.0,18752,23648,1123.5,"void Marlin<(int)256, (int)1, (int)8, (int)8, (int)4, (int)8>(const int4 *, const int4 *, int4 *, const int4 *, int, int, int, int *)"
10.9,232861588,129,1805128.6,1804995.0,1803490,1810147,959.4,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
9.0,193430738,3072,62965.7,62912.0,62624,63712,180.9,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
8.4,179624479,6144,29235.8,38304.0,10368,39840,13174.7,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
4.9,104349717,3072,33968.0,33920.0,33376,34976,254.1,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
2.9,63022009,23865,2640.8,2752.0,1344,71104,3436.4,bmul_f32
2.8,58994846,17648,3342.9,1248.0,1184,250560,18745.0,cast_bf16_f32
2.8,58910856,168,350659.9,350401.0,349728,355873,893.5,"<unnamed>::gdn_full_chunk_forward_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.6,55726772,10449,5333.2,6176.0,1600,21248,1845.7,"<unnamed>::fused_rmsnorm_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, float)"
2.2,46717529,3072,15207.5,15200.0,15040,16320,116.1,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
2.2,45990914,20640,2228.2,1312.0,1184,60864,2466.7,cast_f32_bf16
2.0,43176183,12456,3466.3,3136.0,2272,71360,5373.9,ucopy_f32
