Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
89.1,430270797809,573266,750560.5,326245.0,2880,105073014,6127305.2,ucopy_bf16
3.3,15925594605,125840,126554.3,94881.0,93506,2159168,253241.2,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_256x64_32x4_nn_align8>(T1::Params)
1.8,8724838150,154880,56332.9,46113.0,8768,93985,30595.2,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x64_32x6_nn_align8>(T1::Params)
1.0,4867869724,61952,78574.9,78561.0,77697,83521,271.0,ampere_bf16_s16816gemm_bf16_128x64_ldg8_f2f_stages_64x3_nn
0.6,2862084565,794388,3602.9,3008.0,1440,115809,9072.6,bmul_f32
0.4,2059265662,46464,44319.6,44257.0,43456,46977,325.8,ampere_bf16_s16816gemm_bf16_64x64_sliced1x2_ldg8_f2f_stages_64x5_nn
0.4,1923376462,347874,5528.9,6080.0,2560,47841,5117.9,fast_sum_f32
0.3,1366993206,688148,1986.5,1568.0,1312,60417,3013.1,cast_bf16_f32
0.2,1141372053,501146,2277.5,1440.0,1248,65569,3072.2,cast_f32_bf16
0.2,1102810108,697380,1581.4,1408.0,1312,61121,2484.8,affine_f32
0.2,1000003999,238848,4186.8,3040.0,2464,75553,7527.2,ucopy_f32
0.2,852540402,194064,4393.1,2048.0,1600,60257,7073.0,bmul_bf16
0.2,832098595,3298,252304.0,205475.0,204290,4823393,458237.2,ampere_bf16_s16816gemm_bf16_256x128_ldg8_f2f_stages_32x3_nn
0.2,817288446,336194,2431.0,1664.0,1344,86273,8054.0,badd_f32
0.2,796195429,46464,17135.7,17152.0,16608,17313,57.6,"void <unnamed>::recurrent_gdn_fwd_kernel<(int)128>(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.1,576113315,301410,1911.4,1504.0,1408,31809,3247.4,usqr_f32
0.1,561210577,301410,1862.0,1632.0,1376,63521,3532.9,urecip_f32
0.1,481805079,94560,5095.2,3904.0,3488,74049,8986.2,bdiv_f32
0.1,479169369,156512,3061.6,3360.0,1696,3712,651.3,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.1,462771175,301410,1535.4,1536.0,1344,2208,63.3,usqrt_f32
0.1,411909412,215232,1913.8,1568.0,1344,61953,4072.1,uexp_f32
0.1,409397402,236400,1731.8,1376.0,1312,60417,3837.8,uneg_f32
0.1,400614400,139400,2873.8,2176.0,2048,150306,6656.5,badd_bf16
0.1,340252533,6528,52122.0,52993.0,45216,53569,2449.9,"<unnamed>::gdn_fwd_sub_kernel(const __nv_bfloat16 *, const __nv_bfloat16 *, const __nv_bfloat16 *, __nv_bfloat16 *, int, int)"
0.1,294973459,2176,135557.7,135009.0,85985,188995,48239.3,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x128_32x5_nn_align8>(T1::Params)
0.1,289084462,141320,2045.6,1568.0,1440,51488,4828.5,uexp_bf16
0.1,286007717,141320,2023.8,1536.0,1376,50049,4661.2,affine_bf16
